id,name,text
1459,Trop Kick,"Heal 30 damage from this Pokémon, and it recovers from all Special Conditions."
1462,Sneaky Snacking,"Flip a coin. If heads, discard a random card from your opponent's hand."
1464,Powerful Cross,This attack does 20 damage for each card in your opponent's hand.
1466,Aqua Blade,
1467,Swing and Skedaddle,"Discard an Energy from this Pokémon. If you do, switch it with 1 of your Benched Pokémon."
1468,Fury Headbutt,Flip 3 coins. This attack does 10 damage for each heads.
1469,Vibration,
1470,Triple Whip,Flip 3 coins. This attack does 70 damage for each heads.
1472,Supplemental Swallow-Up,Look at the top 5 cards of your deck. You may attach any number of Basic Energy cards you find there to this Pokémon. Shuffle the other cards back into your deck.
1474,Refrigerated Stream,"If the Defending Pokémon is an Evolution Pokémon, it can't attack during your opponent's next turn."
1475,Snow Bringer,Attach up to 2 Basic Water Energy cards from your discard pile to 1 of your Pokémon.
1476,Wrathful Blade,Discard 2 Energy from this Pokémon.
1477,Transfer Charge,Attach up to 2 Basic Psychic Energy cards from your discard pile to your Pokémon in any way you like.
1478,Photon Kinesis,This attack does 30 more damage for each Psychic Energy attached to all of your Pokémon.
1479,Crackling Shot,This attack does 30 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1480,Plus Damage,This attack does 10 more damage for each damage counter on your opponent's Active Pokémon.
1484,Burst of Braying,Choose Basic Lightning Energy cards from your discard pile up to the number of Prize cards your opponent has taken and attach them to your Pokémon in any way you like.
1486,Flail Around,Flip 3 coins. This attack does 10 damage for each heads.
1488,Crushing Short,"Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon."
1489,Raging Thunder,This attack also does 40 damage to 1 of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1490,Pep Up,"Shuffle your hand into your deck. Then, draw a card for each Benched Pokémon (both yours and your opponent's)."
1492,Vengeful Shock,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 90 more damage, and your opponent's Active Pokémon is now Paralyzed."
1495,Arm Press,
1496,Amp You Very Much,"If your opponent's Pokémon is Knocked Out by damage from this attack, take 1 more Prize card."
1500,Luster Purge,Discard 3 Energy from this Pokémon.
1501,Psypunch,
1502,Genome Spiral,Move all Energy from this Pokémon to your Benched Pokémon in any way you like.
1503,Ominous Eyes,Put 3 damage counters on 1 of your opponent's Pokémon.
1504,Hollow Hands,Put 5 damage counters on your opponent's Benched Pokémon in any way you like.
1507,Shadow Bind,"During your opponent's next turn, the Defending Pokémon can't retreat."
1510,Glittering Eyes,"If Tulip is in your discard pile, this attack does 70 more damage."
1511,Mountain Scrounging,"Look at the top card of your deck. You may put that card into your hand. If you don't, discard that card and draw a card."
1514,Alloy Aswing,"If this Pokémon has any Metal Energy attached, this attack does 40 more damage."
1515,Crushing Blow,Discard an Energy from your opponent's Active Pokémon.
1516,Alloyed Hammer,"If this Pokémon has any Metal Energy attached, this attack does 120 more damage."
1518,Roaring Scream,This attack does 20 damage to 1 of your opponent's Pokémon for each damage counter on this Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1521,Continuous Coin Toss,Flip a coin until you get tails. This attack does 20 damage for each heads.
1522,Laser Blade,"During your next turn, this Pokémon can't attack."
1523,Hard Headbutt,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon."
1525,Toxic,"Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned. During Pokémon Checkup, put 2 damage counters on that Pokémon instead of 1."
1527,Toxic Sting,"Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned. During Pokémon Checkup, put 2 damage counters on that Pokémon instead of 1."
1528,Swelling Power,Attach a Basic Fighting Energy card from your hand to 1 of your Pokémon.
1529,Magma Purge,Discard up to 4 Energy from your Pokémon. This attack does 60 damage for each card you discarded in this way.
1533,Beatdown,
1534,Three-Step Strike,Flip 3 coins. This attack does 20 damage for each heads.
1535,Whip Expert,"If you attached a Pokémon Tool card from your hand to this Pokémon during this turn, this attack does 70 more damage."
1537,Bandit's Fist,"During your next turn, this Pokémon can't use Bandit's Fist."
1538,Gravitational Tackle,This attack does 20 damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.
1540,Gaia Punk,Discard 3 Lightning Energy from your Pokémon.
1542,Stone Edge,"Flip a coin. If heads, this attack does 20 more damage."
1543,Corner,"During your opponent's next turn, the Defending Pokémon can't retreat."
1544,Rocky Tackle,This Pokémon also does 30 damage to itself.
1546,Unhinged Scissors,"If this Pokémon is affected by a Special Condition, this attack does 160 more damage."
1547,Boiled Press,This Pokémon is now Burned.
1549,Combat Beak,This attack does 20 more damage for each of your opponent's Benched Pokémon.
1550,Stomp Off,Discard the top card of your opponent's deck.
1551,Burning Turbulence,This Pokémon also does 90 damage to itself. Your opponent's Active Pokémon is now Burned.
1552,Earthen Spike,"During your next turn, this Pokémon can't attack."
1553,Sand Bringer,Attach up to 2 Basic Fighting Energy cards from your discard pile to 1 of your Pokémon.
1554,Arrogant Impact,"If this Pokémon has 4 or more damage counters on it, this attack does nothing."
1555,Supersonic,"Flip a coin. If heads, your opponent's Active Pokémon is now Confused."
1557,Leech Life,Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.
1558,Echoing Madness,"Choose Item cards or Supporter cards. During your opponent's next turn, they can't play any of the chosen cards from their hand."
1560,Drawareness,You may discard any number of cards from your hand until you have 4 or fewer. Draw cards until you have 5 cards in your hand.
1561,Enhanced Blade,"If this Pokémon has a Pokémon Tool attached, this attack does 60 more damage."
1563,Cat Kick,
1564,Dishonest Swap,Move all damage counters from 1 of your Benched Pokémon to your opponent's Active Pokémon.
1567,Venomous Hit,Your opponent's Active Pokémon is now Poisoned.
1568,Chuck,Discard any number of Pokémon Tool cards from your hand. This attack does 50 damage for each card you discarded in this way.
1574,Energizer Wheel,Move 2 Darkness Energy from this Pokémon to 1 of your Benched Pokémon.
1575,Bounce,Switch this Pokémon with 1 of your Benched Pokémon.
1576,Punishing Kick,This attack does 40 more damage for each damage counter on your opponent's Active Pokémon.
1577,Rampaging Hammer,"During your next turn, this Pokémon can't attack."
1578,Frenzied Gouging,"Knock Out your opponent's Active Pokémon. If your opponent's Active Pokémon is Knocked Out in this way, this Pokémon does 200 damage to itself."
1579,Calamity Storm,"You may discard a Stadium in play. If you do, this attack does 120 more damage."
1582,Charge Energy,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
1583,Spike Sting,
1584,Spinning Needles,"During your next turn, this Pokémon's Spinning Needles attack does 100 more damage (before applying Weakness and Resistance)."
1585,Swarming Rage,This attack does 20 damage for each damage counter on all of your Durant.
1586,Hard Scissors,"During your opponent's next turn, this Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance)."
1587,Cut Up,
1590,Slashing Strike,"During your next turn, this Pokémon can't use Slashing Strike."
1591,Swords Dance,"During your next turn, this Pokémon's Slicing Blade attack does 80 more damage (before applying Weakness and Resistance)."
1593,Hard Bashing,This attack's damage isn't affected by any effects on your opponent's Active Pokémon.
1594,Peerless Edge,This attack does 70 damage for each Prize card you have taken.
1596,Iron Roar,Attach a Basic Metal Energy card from your discard pile to 1 of your Benched Pokémon.
1597,Brave Blade,"During your next turn, this Pokémon can't attack."
1598,Luster Burn,This attack's damage isn't affected by any effects on your opponent's Active Pokémon.
1599,Punch and Draw,Draw 2 cards.
1600,Crunch-Time Rush,"If there are 3 or fewer cards in your deck, this attack does 150 more damage."
1601,Make It Rain,Discard any number of Basic Energy cards from your hand. This attack does 50 damage for each card you discarded in this way.
1602,Light Pulse,"During your opponent's next turn, prevent all effects of attacks used by your opponent's Pokémon done to this Pokémon. (Damage is not an effect.)"
1604,Survival Strategy,"Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck. You may switch this Pokémon with 1 of your Benched Pokémon."
1605,Data Displacement,"Flip a coin. If heads, move an Energy from your opponent's Active Pokémon to 1 of their Benched Pokémon."
1606,Powered Ball,Discard an Energy from this Pokémon.
1607,Energized Attack,This attack does 40 damage for each Energy attached to this Pokémon.
1608,Filch,Draw a card.
1611,Hand Fling,This attack does 20 damage for each card in your hand.
1612,Lively Tackle,"If this Pokémon was healed during this turn, this attack does 90 more damage."
1614,Body Slam,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
1615,Mega Impact,
1616,Sudden Shout,"Discard your opponent's Active Pokémon and all attached cards. If this Pokémon didn't evolve from Loudred during this turn, this attack does nothing."
1618,Teetering Steps,This Pokémon is now Confused.
1620,Bind Wound,Heal 30 damage from 1 of your Pokémon.
1622,Tumble Over,"During your next turn, this Pokémon can't attack."
1623,Nom-Nom-Nom Incisors,Draw 2 cards.
1624,Fast Carrier,"If you go first, you can use this attack during your first turn. Search your deck for up to 3 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
1625,Shadowy Wind,You may put this Pokémon and all attached cards into your hand.
1627,Driving Buddy,"If you played a Supporter card from your hand during this turn, this attack does 70 more damage."
1628,Homing Headbutt,This attack does 50 damage to 3 of your opponent's Pokémon that have any damage counters on them. (Don't apply Weakness and Resistance for Benched Pokémon.)
1629,Baryon Beam,"If this Pokémon has a Future Booster Energy Capsule attached, this attack can be used for ColorlessColorlessColorless."
1630,Blindside,This attack does 100 damage to 1 of your opponent's Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.)
1631,Devolution,Devolve each of your opponent's evolved Pokémon by putting the highest Stage Evolution card on it into your opponent's hand.
1632,Evolution,"Choose up to 2 of your Benched Pokémon. For each of those Pokémon, search your deck for a card that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck."
1633,Turbo Energize,"Search your deck for up to 2 Basic Energy cards and attach them to your Benched Pokémon in any way you like. Then, shuffle your deck."
1735,Pin Missile,Flip 4 coins. This attack does 30 damage for each heads.
1737,Volcanic Heat,"During your next turn, this Pokémon can't attack."
1739,Into the Deep,Put up to 3 Basic Energy cards from your discard pile into your hand.
1740,Freeze-Dry,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
1744,Cinder Cannon,"You may discard a Fighting Energy from this Pokémon. If you do, this attack does 120 more damage."
1746,United Thunder,This attack does 10 damage for each Pokémon in your discard pile that has the United Wings attack to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1748,Hypnosis,Your opponent's Active Pokémon is now Asleep.
1753,Psy Ball,This attack does 30 more damage for each Energy attached to both Active Pokémon.
1759,Shine On,Look at the top card of your deck. You may put that card on the bottom of your deck.
1766,Aqua Spark,"If this Pokémon has any Water Energy attached, this attack does 120 more damage."
1768,Psychic Loop,Put 2 Energy attached to this Pokémon into your hand.
1771,Sleep Inducer,Switch in 1 of your opponent's Benched Pokémon to the Active Spot. The new Active Pokémon is now Asleep.
1777,Headstrike,
1780,Attraction Wave,Your opponent's Active Pokémon is now Confused. Put 6 damage counters instead of 3 on that Pokémon for this Special Condition.
1781,Minor Errand-Running,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
1785,Crisis Punch,You can use this attack only when your opponent has exactly 1 Prize card remaining.
1787,Chest-ouflage,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon."
1796,Slow-Acting Syncope,"At the end of your opponent's next turn, the Defending Pokémon will be Knocked Out."
1801,Rev,Put up to 2 Basic Energy cards from your discard pile into your hand.
1803,Acceleration Drive,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon."
1812,Mimed Games,Your opponent chooses an attack from 1 of their Pokémon in play. Use the chosen attack as this attack.
1813,Fickle Attack,"Flip a coin. If tails, this attack does nothing."
1817,Cragalanche,Discard the top 2 cards of your opponent's deck.
1818,Powerful Spin,"During your next turn, this Pokémon can't attack."
1819,Great Bash,This attack's damage isn't affected by any effects on your opponent's Active Pokémon.
1820,Lambaste,"If the Defending Pokémon is a Basic Pokémon, it can't attack during your opponent's next turn."
1839,Strength,
1842,Allure,Draw a card.
1845,Nightmare,Your opponent's Active Pokémon is now Asleep.
1849,Iron-Clad Roll,"After doing damage, you may discard all Future Booster Energy Capsules from this Pokémon. If you do, during your opponent's next turn, this Pokémon takes 150 less damage from attacks (after applying Weakness and Resistance)."
1850,Lavish Hospitality,You may attach any number of Basic Metal Energy cards from your hand to your Pokémon in any way you like.
1851,Scintillating Surfing,Flip a coin for each Metal Energy attached to this Pokémon. This attack does 80 damage for each heads.
2051,Rolling Slider,Flip 3 coins. This attack does 100 damage for each heads.
2064,Pika-Portrait,"Search your deck for a Pikachu and put it onto your Bench. Then, shuffle your deck."
2066,Grass Knot,This attack does 20 damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.
2070,Rigidify,"During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance)."
2073,Comet Slap,Flip 3 coins. This attack does 30 damage for each heads.
2074,Expelling Tornado,"Choose 3 of your opponent's Benched Pokémon. If you do, shuffle all of your opponent's Benched Pokémon that you didn't choose, and all cards attached to those Pokémon, into their deck."
2075,Energy Loop,Put an Energy attached to this Pokémon into your hand.
2084,Ramming Shell,"During your opponent's next turn, this Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance)."
2085,Forest March,This attack does 30 damage for each of your Grass Pokémon in play.
2086,Jungle Hammer,Heal 50 damage from this Pokémon.
2087,Pinpoint Dive,This attack does 60 damage to 1 of your opponent's Benched Pokémon ex or Benched Pokémon V. (Don't apply Weakness and Resistance for Benched Pokémon.)
2092,Leaf Litter Tackle,Discard a Grass Energy from this Pokémon.
2094,Flock,"Search your deck for up to 2 Grubbin and put them onto your Bench. Then, shuffle your deck."
2097,Powerful Needles,Flip a coin for each Energy attached to this Pokémon. This attack does 80 damage for each heads.
2100,Steel Anchor,"If you have any Metal Pokémon on your Bench, this attack does 80 more damage."
2102,Chili Snapper Bind,"Your opponent's Active Pokémon is now Burned. During your opponent's next turn, that Pokémon can't retreat."
2103,Two-Headed Crushing,Discard a random card from your opponent's hand. Discard the top card of your opponent's deck.
2104,Prism Edge,"During your next turn, this Pokémon can't attack."
2106,Flame Tail,
2108,Inferno Onrush,This Pokémon also does 30 damage to itself.
2109,Roasting Heat,"If your opponent's Active Pokémon is Burned, this attack does 40 more damage."
2111,Flippity Flap,"Shuffle your hand into your deck. Then, draw 6 cards."
2112,Singe Off,Discard a Special Energy from your opponent's Active Pokémon.
2114,Licking Flames,"Flip 3 coins. For each tails, discard an Energy from this Pokémon."
2115,Fake Out,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
2117,Flare Strike,"During your next turn, this Pokémon can't use Flare Strike."
2118,Blaze Blast,Your opponent's Active Pokémon is now Burned.
2119,Spit-Out Shot,This attack does 40 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
2123,Charring Breath,"If your opponent's Active Pokémon isn't Burned, this attack does nothing."
2125,Blaze Blitz,This Pokémon can't use Blaze Blitz again until it leaves the Active Spot.
2127,Reverse Thrust,Switch this Pokémon with 1 of your Benched Pokémon.
2128,Giant Wave,"During your next turn, this Pokémon can't use Giant Wave."
2130,Chew Off,"Flip 3 coins. For each heads, discard a random card from your opponent's hand."
2134,Powder Snow,Your opponent's Active Pokémon is now Asleep.
2135,Freezing Chill,"During your opponent's next turn, the Defending Pokémon can't attack."
2136,Lucky Find,"Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck."
2137,Aqua Bomb,This Pokémon also does 20 damage to itself.
2140,Vanguard Punch,This Pokémon also does 10 damage to itself for each damage counter on it.
2142,Catharsis Roar,"If your opponent's Active Pokémon is affected by a Special Condition, this attack does 120 more damage."
2143,Random Spark,This attack does 10 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
2144,Collateral Bolts,"This attack does 50 damage to each Pokémon that has any damage counters on it (both yours and your opponent's), except for this Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)"
2146,Chop,
2147,Electric Punch,
2148,Short-Circuit Knuckle,"If your opponent has any Water Pokémon in play, this attack does 120 more damage."
2149,Electroslug,
2152,Circuit Cannon,This attack does 80 more damage for each of your Benched Charjabug.
2153,Shocking Knuckle,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
2154,Strong Volt,Discard an Energy from this Pokémon.
2156,Electrifying Dash,"Search your deck for up to 2 Basic Lightning Energy cards and attach them to your Benched Pokémon in any way you like. Then, shuffle your deck."
2157,Tricolor Pump,Discard up to 3 Energy cards from your hand. This attack does 60 damage to 1 of your opponent's Pokémon for each Energy card you discarded in this way. (Don't apply Weakness and Resistance for Benched Pokémon.)
2158,Numbing Hold,"During your opponent's next turn, the Defending Pokémon can't retreat."
2160,Superalloy Hands,"If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 80 more damage."
2161,Destructo-Press,"Reveal the top 5 cards of your deck. This attack does 70 damage for each Future card you find there. Then, discard those Future cards and shuffle the other cards back into your deck."
2162,Megaton Lariat,
2163,Look-Alike Show,Your opponent reveals their hand. You may use the effect of a Supporter card you find there as the effect of this attack.
2168,Power Tackle,"During your next turn, this Pokémon can't attack."
2171,Lagoon Flight,
2172,Mirror Attack,"If your opponent's Active Pokémon is a Psychic Pokémon, this attack does 30 more damage."
2173,Evolution Jammer,"During your opponent's next turn, they can't play any Pokémon from their hand to evolve their Pokémon."
2176,Double Trick,Flip 2 coins. This attack does 30 damage for each heads.
2177,Summoning Gate,Look at the top 8 cards of your deck. You may put any number of Pokémon you find there onto your Bench. Shuffle the other cards back into your deck.
2180,Cosmic Beatdown,This attack does 20 damage for each of your Pokémon in play.
2182,Plentiful Pollen,"During your next turn, if the Defending Pokémon is Knocked Out, take 2 more Prize cards."
2183,Supportive Singing,Heal 100 damage from 1 of your Benched Ancient Pokémon.
2185,Hex Hurl,Put 2 damage counters on your opponent's Benched Pokémon in any way you like.
2186,Calculation,Look at the top 4 cards of your deck and put them back in any order.
2187,Majestic Sword,"If you played a Future Supporter card from your hand during this turn, this attack does 100 more damage."
2188,Gemini Laser,This attack also does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
2189,Zen Blade,"During your next turn, this Pokémon can't use Zen Blade."
2190,Twin Shotels,"This attack does 50 damage to 2 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance, or by any effects on those Pokémon."
2194,High Jump Kick,
2196,Sand Spray,
2202,Fighting Fist,"If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 120 more damage."
2203,Paw Shake Punch,
2204,Turbo Edge,Attach up to 2 Basic Fighting Energy cards from your discard pile to your Benched Pokémon in any way you like.
2207,Mud Stock,Attach a Basic Fighting Energy card from your discard pile to each of your Benched Pokémon.
2208,High Horsepower,This Pokémon also does 40 damage to itself.
2210,Power Gem,
2213,Gatling Tar,This attack does 80 more damage for each Fire Energy attached to this Pokémon.
2216,Wrathful Charge,"If your Benched Pokémon have any damage counters on them, this attack does 80 more damage."
2217,Land Collapse,"Discard the top card of your opponent's deck. If you played an Ancient Supporter card from your hand during this turn, discard 3 more cards in this way."
2218,Giant Tusk,
2219,Magnetic Burst,"If you have 3 or more Energy in play, this attack does 70 more damage. This attack's damage isn't affected by Weakness."
2221,Repulsor Axe,"During your opponent's next turn, if this Pokémon is damaged by an attack (even if it is Knocked Out), put 8 damage counters on the Attacking Pokémon."
2222,Power Stomp,Discard 2 Energy from this Pokémon.
2223,Poison Blend,"Flip a coin. If heads, your opponent's Active Pokémon is now Confused and Poisoned."
2225,Panic Poison,"Your opponent's Active Pokémon is now Burned, Confused, and Poisoned."
2227,Mysterious Beam,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon."
2230,Tricky Steps,You may move an Energy from your opponent's Active Pokémon to 1 of their Benched Pokémon.
2231,Kick Away,Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)
2233,Gnaw Off,"Flip a coin. If heads, this attack does 20 more damage."
2235,Damage Collection,You may move any number of damage counters from your opponent's Benched Pokémon to their Active Pokémon.
2236,Dirty Beam,This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
2237,Vengeance Fletching,This attack does 10 more damage for each Ancient card in your discard pile.
2239,Spike Cannon,Flip 3 coins. This attack does 30 damage for each heads.
2240,Steel Tackle,This Pokémon also does 40 damage to itself.
2241,Steel Wing,"During your opponent's next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance)."
2242,Cross Breaker,Discard up to 2 Metal Energy from this Pokémon. This attack does 120 damage for each card you discarded in this way.
2243,Invite and Strike,Switch in 1 of your opponent's Benched Pokémon to the Active Spot. This attack does 30 damage to the new Active Pokémon.
2248,Iron Tackle,This Pokémon also does 10 damage to itself.
2249,Meteor Mash,"During your next turn, this Pokémon's Meteor Mash attack does 60 more damage (before applying Weakness and Resistance)."
2250,Luster Blast,Discard 2 Energy from this Pokémon.
2252,Iron Bash,
2253,Wheel Pass,Move an Energy from this Pokémon to 1 of your Benched Pokémon.
2254,Burst Roar,Discard your hand and draw 6 cards.
2255,Bellowing Thunder,You may discard any amount of Basic Energy from your Pokémon. This attack does 70 damage for each card you discarded in this way.
2256,Primordial Beatdown,This attack does 30 damage for each of your Ancient Pokémon in play.
2257,Shred,This attack's damage isn't affected by any effects on your opponent's Active Pokémon.
2258,Tongue Pull,Your opponent reveals their hand. Put up to 2 Basic Pokémon you find there onto your opponent's Bench.
2260,Retribution Strike,This attack does 10 more damage for each damage counter on this Pokémon.
2261,Kaiser Tackle,This Pokémon also does 60 damage to itself.
2262,Peak Acceleration,"Search your deck for up to 2 Basic Energy cards and attach them to your Future Pokémon in any way you like. Then, shuffle your deck."
2263,Sparking Strike,
2264,Repulsion Bolt,"If your opponent's Active Pokémon already has any damage counters on it, this attack does 100 more damage."
2265,Cyber Drive,"During your next turn, this Pokémon can't use Cyber Drive."
2267,Tonguenado,Flip 4 coins. This attack does 70 damage for each heads.
2268,Silent Wing,Your opponent reveals their hand.
2269,Talon Hunt,"You may search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck."
2275,Tail Trickery,Your opponent's Active Pokémon is now Confused.
2276,Energy Blender,You may move any amount of Energy from your Pokémon to your other Pokémon in any way you like.
2277,A Cappella,"Search your deck for up to 3 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
2282,Opposing Winds,You may put 2 Energy attached to your opponent's Active Pokémon into their hand.
2285,Cleaning Up,Discard up to 2 Pokémon Tools from your opponent's Pokémon.
2287,Raging Cannon,"If all of your Benched Pokémon have at least 1 damage counter on them, this attack does 120 more damage."
2289,Special Roll,This attack does 70 damage for each Special Energy card attached to this Pokémon.
2290,Blasting Wind,
2378,Daunt,"During your opponent's next turn, attacks used by the Defending Pokémon do 50 less damage (before applying Weakness and Resistance)."
2379,Proud Fangs,"If your Benched Pokémon have any damage counters on them, this attack does 120 more damage."
2390,Flat-Out Dash,"Flip a coin until you get tails. For each heads, draw a card."
2392,Twinkling Hope,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
2395,Two Bump Bolt,You may discard up to 2 Lightning Energy from this Pokémon. This attack does 80 more damage for each card you discarded in this way.
2401,Loom Over,This attack does 10 less damage for each damage counter on this Pokémon.
2402,Slow Crunch,"Discard all Energy from this Pokémon. At the end of your opponent's next turn, the Defending Pokémon will be Knocked Out."
2405,Redirected Sunlight,This attack does 60 damage for each Fire Energy attached to all of your opponent's Pokémon.
2406,Mega Drain,Heal 30 damage from this Pokémon.
2407,Bullet Seed,Flip 4 coins. This attack does 10 damage for each heads.
2408,String Bind,This attack does 30 more damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.
2411,Quick Sign,"If you go first, you can use this attack during your first turn. Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
2412,Coordinated Strike,"If Illumise is on your Bench, this attack does 60 more damage."
2413,Slowing Perfume,"You can use this attack only if you go second, and only during your first turn. Shuffle 1 of your opponent's Benched Pokémon and all attached cards into their deck."
2415,Leaflet Blessings,"Attach a Basic Grass Energy card from your hand to 1 of your Benched Pokémon. If you do, heal all damage from that Pokémon."
2418,Giga Drain,Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.
2419,Forest Dump,
2420,Drum Beating,"During your opponent's next turn, attacks used by the Defending Pokémon cost Colorless more, and its Retreat Cost is Colorless more."
2421,Wood Hammer,This Pokémon also does 50 damage to itself.
2422,Do the Wave,This attack does 20 damage for each of your Benched Pokémon.
2423,Re-Brew,"Put 2 damage counters on 1 of your opponent's Pokémon for each Basic Grass Energy card in your discard pile. Then, shuffle those Energy cards into your deck."
2424,Matcha Splash,Heal 30 damage from each of your Pokémon.
2429,Recovery Net,Put up to 2 Pokémon from your discard pile into your hand.
2430,Avenging Edge,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 60 more damage."
2432,Tea Server,Put a Basic Grass Energy card from your discard pile into your hand.
2434,Cursed Drop,Put 4 damage counters on your opponent's Pokémon in any way you like.
2435,Spill the Tea,Discard up to 3 Grass Energy cards from your Pokémon. This attack does 70 damage for each card you discarded in this way.
2436,Mountain Stroll,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
2437,Ogre Comeback,This attack does 20 more damage for each of your opponent's Benched Pokémon.
2438,Myriad Leaf Shower,This attack does 30 more damage for each Energy attached to both Active Pokémon.
2440,Eerie Glow,Your opponent's Active Pokémon is now Burned and Confused.
2443,Ground Burn,Discard the top card of each player's deck. This attack does 140 more damage for each Energy card discarded in this way.
2445,Fire Spin,Discard 2 Energy from this Pokémon.
2448,Heat Blow,Discard an Energy from this Pokémon.
2449,Scorching Fire,Discard an Energy from this Pokémon.
2451,Fire Tackle,This Pokémon also does 20 damage to itself.
2457,Burn It All Up,Discard all Energy from this Pokémon.
2458,Mind Ruler,This attack does 30 damage for each card in your opponent's hand.
2460,Ground Melter,"If a Stadium is in play, this attack does 60 more damage. Then, discard that Stadium."
2461,Wrathful Hearth,This attack does 20 damage for each damage counter on this Pokémon.
2462,Dynamic Blaze,"If your opponent's Active Pokémon is an Evolution Pokémon, this attack does 140 more damage, and discard all Energy from this Pokémon."
2464,Tail Rap,Flip 2 coins. This attack does 20 damage for each heads.
2466,Double Slap,Flip 2 coins. This attack does 30 damage for each heads.
2468,Jumping Uppercut,"You may do 120 more damage. If you do, shuffle this Pokémon and all attached cards into your deck."
2469,Whirlpool,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon."
2470,Peck Off,"Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon."
2471,Horn Drill,
2472,Inviting Kiss,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck. If you put any Pokémon onto your Bench in this way, move an Energy from this Pokémon to the new Benched Pokémon."
2473,Icy Snow,
2475,Snip Snip,"Flip 2 coins. For each heads, discard the top card of your opponent's deck."
2477,Flail,This attack does 10 damage for each damage counter on this Pokémon.
2479,Astonish,Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.
2480,Damage Beat,This attack does 20 damage for each damage counter on your opponent's Active Pokémon.
2481,Crazy Headbutt,Discard an Energy from this Pokémon.
2485,Numbing Water,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
2486,Permeating Chill,"At the end of your opponent's next turn, put 9 damage counters on the Defending Pokémon."
2488,Beckon,Put a Supporter card from your discard pile into your hand.
2489,Energy Press,This attack does 20 damage for each Energy attached to your opponent's Active Pokémon.
2491,Spit Shot,Discard all Energy from this Pokémon. This attack does 120 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
