id,cardId,name,supertype,subtypes,hp,types,evolvesFrom,weaknesses,resistances,evolvesTo,retreatCost,convertedRetreatCost,flavorText,artist,rarity,nationalPokedexNumbers,regulationMark,imagesSmall,imagesLarge,rules,number,setId
1702,sv5-148,Full Metal Lab,Trainer,"[""Stadium""]",,,,,,,,,,AYUMI ODASHIMA,Uncommon,,H,/card-images/sv5-148_small.webp,/card-images/sv5-148_large.webp,"[""Metal Pokémon (both yours and your opponent's) take 30 less damage from attacks from the opponent's Pokémon (after applying Weakness and Resistance)."",""You may play only 1 Stadium card during your turn. Put it into the Active Spot, and discard it if another Stadium comes into play. A Stadium with the same name can't be played.""]",148,8
1703,sv5-149,Future Booster Energy Capsule,Trainer,"[""Pokémon Tool"",""Future""]",,,,,,,,,,5ban Graphics,Uncommon,,H,/card-images/sv5-149_small.webp,/card-images/sv5-149_large.webp,"[""The Future Pokémon this card is attached to has no Retreat Cost, and the attacks it uses do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.""]",149,8
1704,sv5-150,Hand Trimmer,Trainer,"[""Item""]",,,,,,,,,,Ayaka Yoshida,Uncommon,,H,/card-images/sv5-150_small.webp,/card-images/sv5-150_large.webp,"[""Each player discards cards from their hand until they have 5 cards in their hand. Your opponent discards first. (If a player has 5 or fewer cards in their hand, they do not discard.)"",""You may play any number of Item cards during your turn.""]",150,8
1705,sv5-151,Heavy Baton,Trainer,"[""Pokémon Tool""]",,,,,,,,,,Ayaka Yoshida,Uncommon,,H,/card-images/sv5-151_small.webp,/card-images/sv5-151_large.webp,"[""If the Pokémon this card is attached to has a Retreat Cost of exactly 4, is in the Active Spot, and is Knocked Out by damage from an attack from your opponent's Pokémon, move up to 3 Basic Energy cards from that Pokémon to your Benched Pokémon in any way you like."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.""]",151,8
1706,sv5-152,Hero's Cape,Trainer,"[""Pokémon Tool"",""ACE SPEC""]",,,,,,,,,,Toyste Beach,ACE SPEC Rare,,H,/card-images/sv5-152_small.webp,/card-images/sv5-152_large.webp,"[""The Pokémon this card is attached to gets +100 HP."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",152,8
1707,sv5-153,Master Ball,Trainer,"[""Item"",""ACE SPEC""]",,,,,,,,,,Studio Bora Inc.,ACE SPEC Rare,,H,/card-images/sv5-153_small.webp,/card-images/sv5-153_large.webp,"[""Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."",""You may play any number of Item cards during your turn."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",153,8
1708,sv5-154,Maximum Belt,Trainer,"[""Pokémon Tool"",""ACE SPEC""]",,,,,,,,,,inose yukie,ACE SPEC Rare,,H,/card-images/sv5-154_small.webp,/card-images/sv5-154_large.webp,"[""Attacks used by the Pokémon this card is attached to do 50 more damage to your opponent's Active Pokémon ex (before applying Weakness and Resistance)."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",154,8
1709,sv5-155,Morty's Conviction,Trainer,"[""Supporter""]",,,,,,,,,,GIDORA,Uncommon,,H,/card-images/sv5-155_small.webp,/card-images/sv5-155_large.webp,"[""You can use this card only if you discard another card from your hand.  Draw a card for each of your opponent's Benched Pokémon."",""You may play only 1 Supporter card during your turn.""]",155,8
1710,sv5-156,Perilous Jungle,Trainer,"[""Stadium""]",,,,,,,,,,AYUMI ODASHIMA,Uncommon,,H,/card-images/sv5-156_small.webp,/card-images/sv5-156_large.webp,"[""During Pokémon Checkup, put 2 more damage counters on each Poisoned non-Darkness Pokémon (both yours and your opponent's)."",""You may play only 1 Stadium card during your turn. Put it next to the Active Spot, and discard it if another Stadium comes into play. A Stadium with the same name can't be played."",""You may play only 1 Stadium card during your turn. Put it into the Active Spot, and discard it if another Stadium comes into play. A Stadium with the same name can't be played.""]",156,8
1711,sv5-157,Prime Catcher,Trainer,"[""Item"",""ACE SPEC""]",,,,,,,,,,Toyste Beach,ACE SPEC Rare,,H,/card-images/sv5-157_small.webp,/card-images/sv5-157_large.webp,"[""Switch in 1 of your opponent's Benched Pokémon to the Active Spot. If you do, switch your Active Pokémon with 1 of your Benched Pokémon."",""You may play any number of Item cards during your turn."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",157,8
1712,sv5-158,Reboot Pod,Trainer,"[""Item"",""Future"",""ACE SPEC""]",,,,,,,,,,inose yukie,ACE SPEC Rare,,H,/card-images/sv5-158_small.webp,/card-images/sv5-158_large.webp,"[""Attach a Basic Energy card from your discard pile to each of your Future Pokémon."",""You may play any number of Item cards during your turn."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",158,8
1713,sv5-159,Rescue Board,Trainer,"[""Pokémon Tool""]",,,,,,,,,,Toyste Beach,Uncommon,,H,/card-images/sv5-159_small.webp,/card-images/sv5-159_large.webp,"[""The Retreat Cost of the Pokémon this card is attached to is Colorless less. If that Pokémon's remaining HP is 30 or less, it has no Retreat Cost."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.""]",159,8
1714,sv5-160,Salvatore,Trainer,"[""Supporter""]",,,,,,,,,,Ryuta Fuse,Uncommon,,H,/card-images/sv5-160_small.webp,/card-images/sv5-160_large.webp,"[""Search your deck for a card that has no Abilities and evolves from 1 of your Pokémon, and put it onto that Pokémon to evolve it. Then, shuffle your deck. You can use this card on a Pokémon you put down when you were setting up to play or on a Pokémon that was put into play this turn."",""You may play only 1 Supporter card during your turn.""]",160,8
1715,sv5-161,Mist Energy,Energy,"[""Special""]",,,,,,,,,,,Uncommon,,H,/card-images/sv5-161_small.webp,/card-images/sv5-161_large.webp,"[""As long as this card is attached to a Pokémon, it provides Colorless Energy.    Prevent all effects of attacks used by your opponent's Pokémon done to the Pokémon this card is attached to. (Existing effects are not removed. Damage is not an effect.)""]",161,8
1716,sv5-162,Neo Upper Energy,Energy,"[""Special"",""ACE SPEC""]",,,,,,,,,,,ACE SPEC Rare,,H,/card-images/sv5-162_small.webp,/card-images/sv5-162_large.webp,"[""You can't have more than 1 ACE SPEC card in your deck."",""As long as this card is attached to a Pokémon, it provides Colorless Energy.  If this card is attached to a Stage 2 Pokémon, this card provides every type of Energy but provides only 2 Energy at a time."",""ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.""]",162,8
1717,sv5-163,Shiftry,Pokémon,"[""Stage 2""]",150,"[""Grass""]",Nuzleaf,"[""Fire""]",,,"[""Colorless"",""Colorless""]",2,A Pokémon that was feared as a forest guardian. It can read the foe's mind and take preemptive action.,SIE NANAHARA,Illustration Rare,[275],H,/card-images/sv5-163_small.webp,/card-images/sv5-163_large.webp,,163,8
1718,sv5-164,Grotle,Pokémon,"[""Stage 1""]",120,"[""Grass""]",Turtwig,"[""Fire""]",,"[""Torterra""]","[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell.",Oswaldo KATO,Illustration Rare,[388],H,/card-images/sv5-164_small.webp,/card-images/sv5-164_large.webp,,164,8
1719,sv5-165,Deerling,Pokémon,"[""Basic""]",70,"[""Grass""]",,"[""Fire""]",,"[""Sawsbuck""]","[""Colorless""]",1,"Deerling have different scents depending on the season. In this form, Deerling have a softly sweet scent that lingers in the nose.",Susumu Maeya,Illustration Rare,[585],H,/card-images/sv5-165_small.webp,/card-images/sv5-165_large.webp,,165,8
1720,sv5-166,Sawsbuck,Pokémon,"[""Stage 1""]",130,"[""Grass""]",Deerling,"[""Fire""]",,,"[""Colorless"",""Colorless""]",2,Sawsbuck in their Autumn Form are known for having very short tempers. The males fight each other incessantly.,Susumu Maeya,Illustration Rare,[586],H,/card-images/sv5-166_small.webp,/card-images/sv5-166_large.webp,,166,8
1721,sv5-167,Litten,Pokémon,"[""Basic""]",70,"[""Fire""]",,"[""Water""]",,"[""Torracat""]","[""Colorless"",""Colorless""]",2,It spends even the smallest amount of downtime grooming its fur with its tongue. Loose fur gathers in its stomach and serves as fuel for fiery moves.,Makura Tami,Illustration Rare,[725],H,/card-images/sv5-167_small.webp,/card-images/sv5-167_large.webp,,167,8
1722,sv5-168,Snom,Pokémon,"[""Basic""]",50,"[""Water""]",,"[""Metal""]",,"[""Frosmoth""]","[""Colorless"",""Colorless""]",2,"It eats snow that has accumulated on the ground. It prefers soft, freshly fallen snow, so it will eat its way up a mountain, aiming for the peak.",N-DESIGN Inc.,Illustration Rare,[872],H,/card-images/sv5-168_small.webp,/card-images/sv5-168_large.webp,,168,8
1723,sv5-169,Charjabug,Pokémon,"[""Stage 1""]",100,"[""Lightning""]",Grubbin,"[""Fighting""]",,"[""Vikavolt""]","[""Colorless"",""Colorless""]",2,"While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws.",Mina Nakai,Illustration Rare,[737],H,/card-images/sv5-169_small.webp,/card-images/sv5-169_large.webp,,169,8
1724,sv5-170,Bronzor,Pokémon,"[""Basic""]",80,"[""Psychic""]",,"[""Darkness""]","[""Fighting""]","[""Bronzong""]","[""Colorless"",""Colorless"",""Colorless""]",3,Ancient people believed that the pattern on Bronzor's back contained a mysterious power.,sowsow,Illustration Rare,[436],H,/card-images/sv5-170_small.webp,/card-images/sv5-170_large.webp,,170,8
1725,sv5-171,Reuniclus,Pokémon,"[""Stage 2""]",120,"[""Psychic""]",Duosion,"[""Darkness""]","[""Fighting""]",,"[""Colorless"",""Colorless""]",2,"While it could use its psychic abilities in battle, this Pokémon prefers to swing its powerful arms around to beat opponents into submission.",Atsushi Furusawa,Illustration Rare,[579],H,/card-images/sv5-171_small.webp,/card-images/sv5-171_large.webp,,171,8
1726,sv5-172,Cutiefly,Pokémon,"[""Basic""]",30,"[""Psychic""]",,"[""Metal""]",,"[""Ribombee""]","[""Colorless""]",1,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur's pollen.",REND,Illustration Rare,[742],H,/card-images/sv5-172_small.webp,/card-images/sv5-172_large.webp,,172,8
1727,sv5-173,Relicanth,Pokémon,"[""Basic""]",100,"[""Fighting""]",,"[""Grass""]",,,"[""Colorless""]",1,Rock-hard scales and oil-filled swim bladders allow this Pokémon to survive the intense water pressure of the deep sea.,Mitsuhiro Arita,Illustration Rare,[369],H,/card-images/sv5-173_small.webp,/card-images/sv5-173_large.webp,,173,8
1728,sv5-174,Excadrill,Pokémon,"[""Stage 1""]",130,"[""Fighting""]",Drilbur,"[""Grass""]",,,"[""Colorless"",""Colorless""]",2,It's not uncommon for tunnels that appear to have formed naturally to actually be a result of Excadrill's rampant digging.,Saboteri,Illustration Rare,[530],H,/card-images/sv5-174_small.webp,/card-images/sv5-174_large.webp,,174,8
1729,sv5-175,Mudsdale,Pokémon,"[""Stage 1""]",150,"[""Fighting""]",Mudbray,"[""Grass""]",,,"[""Colorless"",""Colorless"",""Colorless""]",3,This Pokémon has been treasured not just for its physical labor but also because it produces high-quality mud used for making pottery.,MINAMINAMI Take,Illustration Rare,[750],H,/card-images/sv5-175_small.webp,/card-images/sv5-175_large.webp,,175,8
1730,sv5-176,Arbok,Pokémon,"[""Stage 1""]",130,"[""Darkness""]",Ekans,"[""Fighting""]",,,"[""Colorless"",""Colorless""]",2,The pattern on its belly appears to be a frightening face. Weak foes will flee just at the sight of the pattern.,OKUBO,Illustration Rare,[24],H,/card-images/sv5-176_small.webp,/card-images/sv5-176_large.webp,,176,8
1731,sv5-177,Gastly,Pokémon,"[""Basic""]",60,"[""Darkness""]",,"[""Fighting""]",,"[""Haunter""]","[""Colorless""]",1,"It wraps its opponent in its gas-like body, slowly weakening its prey by poisoning it through the skin.",Mousho,Illustration Rare,[92],H,/card-images/sv5-177_small.webp,/card-images/sv5-177_large.webp,,177,8
1732,sv5-178,Metagross,Pokémon,"[""Stage 2""]",180,"[""Metal""]",Metang,"[""Fire""]","[""Grass""]",,"[""Colorless"",""Colorless"",""Colorless""]",3,"Because the magnetic powers of these Pokémon get stronger in freezing temperatures, Metagross living on snowy mountains are full of energy.",Katsunori Sato,Illustration Rare,[376],H,/card-images/sv5-178_small.webp,/card-images/sv5-178_large.webp,,178,8
1733,sv5-179,Meltan,Pokémon,"[""Basic""]",80,"[""Metal""]",,"[""Fire""]","[""Grass""]","[""Melmetal""]","[""Colorless"",""Colorless"",""Colorless""]",3,It dissolves and eats metal. Circulating liquid metal within its body is how it generates energy.,Masa,Illustration Rare,[808],H,/card-images/sv5-179_small.webp,/card-images/sv5-179_large.webp,,179,8
1734,sv5-180,Lickitung,Pokémon,"[""Basic""]",100,"[""Colorless""]",,"[""Fighting""]",,"[""Lickilicky""]","[""Colorless"",""Colorless"",""Colorless""]",3,"If this Pokémon's sticky saliva gets on you and you don't clean it off, an intense itch will set in. The itch won't go away, either.",Orca,Illustration Rare,[108],H,/card-images/sv5-180_small.webp,/card-images/sv5-180_large.webp,,180,8
1735,sv5-181,Chatot,Pokémon,"[""Basic""]",70,"[""Colorless""]",,"[""Lightning""]","[""Fighting""]",,"[""Colorless""]",1,It mimics the cries of other Pokémon to trick them into thinking it's one of them. This way they won't attack it.,Scav,Illustration Rare,[441],H,/card-images/sv5-181_small.webp,/card-images/sv5-181_large.webp,,181,8
1736,sv5-182,Minccino,Pokémon,"[""Basic""]",70,"[""Colorless""]",,"[""Fighting""]",,"[""Cinccino""]","[""Colorless""]",1,The way it brushes away grime with its tail can be helpful when cleaning. But its focus on spotlessness can make cleaning more of a hassle.,Shibuzoh.,Illustration Rare,[572],H,/card-images/sv5-182_small.webp,/card-images/sv5-182_large.webp,,182,8
1737,sv5-183,Cinccino,Pokémon,"[""Stage 1""]",110,"[""Colorless""]",Minccino,"[""Fighting""]",,,"[""Colorless""]",1,Its body secretes oil that this Pokémon spreads over its nest as a coating to protect it from dust. Cinccino won't tolerate even a speck of the stuff.,Shibuzoh.,Illustration Rare,[573],H,/card-images/sv5-183_small.webp,/card-images/sv5-183_large.webp,,183,8
1738,sv5-184,Drampa,Pokémon,"[""Basic""]",120,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless"",""Colorless""]",2,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below.",Mékayu,Illustration Rare,[780],H,/card-images/sv5-184_small.webp,/card-images/sv5-184_large.webp,,184,8
1739,sv5-185,Torterra ex,Pokémon,"[""Stage 2"",""ex""]",340,"[""Grass""]",Grotle,"[""Fire""]",,,"[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,,PLANETA Tsuji,Ultra Rare,[389],H,/card-images/sv5-185_small.webp,/card-images/sv5-185_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",185,8
1740,sv5-186,Iron Leaves ex,Pokémon,"[""Basic"",""ex"",""Future""]",220,"[""Grass""]",,"[""Fire""]",,,"[""Colorless""]",1,,5ban Graphics,Ultra Rare,[1010],H,/card-images/sv5-186_small.webp,/card-images/sv5-186_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",186,8
1741,sv5-187,Incineroar ex,Pokémon,"[""Stage 2"",""ex""]",320,"[""Fire""]",Torracat,"[""Water""]",,,"[""Colorless"",""Colorless""]",2,,N-DESIGN Inc.,Ultra Rare,[727],H,/card-images/sv5-187_small.webp,/card-images/sv5-187_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",187,8
1742,sv5-188,Gouging Fire ex,Pokémon,"[""Basic"",""ex"",""Ancient""]",230,"[""Fire""]",,"[""Water""]",,,"[""Colorless"",""Colorless""]",2,,5ban Graphics,Ultra Rare,,H,/card-images/sv5-188_small.webp,/card-images/sv5-188_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",188,8
1743,sv5-189,Walking Wake ex,Pokémon,"[""Basic"",""ex"",""Ancient""]",220,"[""Water""]",,"[""Lightning""]",,,"[""Colorless""]",1,,takuyoa,Ultra Rare,[1009],H,/card-images/sv5-189_small.webp,/card-images/sv5-189_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",189,8
1744,sv5-190,Wugtrio ex,Pokémon,"[""Stage 1"",""Tera"",""ex""]",250,"[""Lightning""]",Wiglett,"[""Fighting""]",,,"[""Colorless""]",1,,5ban Graphics,Ultra Rare,[961],H,/card-images/sv5-190_small.webp,/card-images/sv5-190_large.webp,"[""As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's)."",""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."",""Tera: As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).""]",190,8
1745,sv5-191,Iron Crown ex,Pokémon,"[""Basic"",""ex"",""Future""]",220,"[""Psychic""]",,"[""Darkness""]","[""Fighting""]",,"[""Colorless"",""Colorless""]",2,,5ban Graphics,Ultra Rare,,H,/card-images/sv5-191_small.webp,/card-images/sv5-191_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",191,8
1746,sv5-192,Iron Boulder ex,Pokémon,"[""Basic"",""ex"",""Future""]",240,"[""Fighting""]",,"[""Grass""]",,,"[""Colorless"",""Colorless"",""Colorless""]",3,,5ban Graphics,Ultra Rare,,H,/card-images/sv5-192_small.webp,/card-images/sv5-192_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",192,8
1747,sv5-195,Scizor ex,Pokémon,"[""Stage 1"",""ex""]",270,"[""Metal""]",Scyther,"[""Fire""]","[""Grass""]",,"[""Colorless"",""Colorless""]",2,,Eske Yoshinob,Ultra Rare,[212],H,/card-images/sv5-195_small.webp,/card-images/sv5-195_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",195,8
1748,sv5-194,Farigiraf ex,Pokémon,"[""Stage 1"",""Tera"",""ex""]",260,"[""Darkness""]",Girafarig,"[""Grass""]",,,"[""Colorless"",""Colorless""]",2,,5ban Graphics,Ultra Rare,[981],H,/card-images/sv5-194_small.webp,/card-images/sv5-194_large.webp,"[""As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's)."",""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."",""Tera: As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).""]",194,8
1749,sv5-193,Gengar ex,Pokémon,"[""Stage 2"",""ex""]",310,"[""Darkness""]",Haunter,"[""Fighting""]",,,"[""Colorless"",""Colorless""]",2,,Satoshi Shirai,Ultra Rare,[94],H,/card-images/sv5-193_small.webp,/card-images/sv5-193_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",193,8
1750,sv5-196,Raging Bolt ex,Pokémon,"[""Basic"",""ex"",""Ancient""]",240,"[""Dragon""]",,,,,"[""Colorless"",""Colorless"",""Colorless""]",3,,aky CG Works,Ultra Rare,,H,/card-images/sv5-196_small.webp,/card-images/sv5-196_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",196,8
1751,sv5-197,Bianca's Devotion,Trainer,"[""Supporter""]",,,,,,,,,,En Morikura,Ultra Rare,,H,/card-images/sv5-197_small.webp,/card-images/sv5-197_large.webp,"[""Heal all damage from 1 of your Pokémon that has 30 HP or less remaining."",""You may play only 1 Supporter card during your turn.""]",197,8
1752,sv5-199,Eri,Trainer,"[""Supporter""]",,,,,,,,,,GOSSAN,Ultra Rare,,H,/card-images/sv5-199_small.webp,/card-images/sv5-199_large.webp,"[""Your opponent reveals their hand, and you discard up to 2 Item cards you find there."",""You may play only 1 Supporter card during your turn.""]",199,8
1753,sv5-200,Explorer's Guidance,Trainer,"[""Supporter"",""Ancient""]",,,,,,,,,,Hideki Ishikawa,Ultra Rare,,H,/card-images/sv5-200_small.webp,/card-images/sv5-200_large.webp,"[""Look at the top 6 cards of your deck and put 2 of them into your hand. Discard the other cards."",""You may play only 1 Supporter card during your turn.""]",200,8
1754,sv5-202,Salvatore,Trainer,"[""Supporter""]",,,,,,,,,,Ryuta Fuse,Ultra Rare,,H,/card-images/sv5-202_small.webp,/card-images/sv5-202_large.webp,"[""Search your deck for a card that has no Abilities and evolves from 1 of your Pokémon, and put it onto that Pokémon to evolve it. Then, shuffle your deck. You can use this card on a Pokémon you put down when you were setting up to play or on a Pokémon that was put into play this turn."",""You may play only 1 Supporter card during your turn.""]",202,8
1755,sv5-198,Ciphermaniac's Codebreaking,Trainer,"[""Supporter"",""Future""]",,,,,,,,,,Taira Akitsu,Ultra Rare,,H,/card-images/sv5-198_small.webp,/card-images/sv5-198_large.webp,"[""Search your deck for 2 cards, shuffle your deck, then put those cards on top of it in any order."",""You may play only 1 Supporter card during your turn.""]",198,8
1756,sv5-201,Morty's Conviction,Trainer,"[""Supporter""]",,,,,,,,,,GIDORA,Ultra Rare,,H,/card-images/sv5-201_small.webp,/card-images/sv5-201_large.webp,"[""You can use this card only if you discard another card from your hand.  Draw a card for each of your opponent's Benched Pokémon."",""You may play only 1 Supporter card during your turn.""]",201,8
1757,sv5-203,Iron Leaves ex,Pokémon,"[""Basic"",""ex"",""Future""]",220,"[""Grass""]",,"[""Fire""]",,,"[""Colorless""]",1,,nagimiso,Special Illustration Rare,[1010],H,/card-images/sv5-203_small.webp,/card-images/sv5-203_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",203,8
1758,sv5-204,Gouging Fire ex,Pokémon,"[""Basic"",""ex"",""Ancient""]",230,"[""Fire""]",,"[""Water""]",,,"[""Colorless"",""Colorless""]",2,,Teeziro,Special Illustration Rare,,H,/card-images/sv5-204_small.webp,/card-images/sv5-204_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",204,8
1759,sv5-205,Walking Wake ex,Pokémon,"[""Basic"",""ex"",""Ancient""]",220,"[""Water""]",,"[""Lightning""]",,,"[""Colorless""]",1,,Teeziro,Special Illustration Rare,[1009],H,/card-images/sv5-205_small.webp,/card-images/sv5-205_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",205,8
1760,sv5-207,Iron Boulder ex,Pokémon,"[""Basic"",""ex"",""Future""]",240,"[""Fighting""]",,"[""Grass""]",,,"[""Colorless"",""Colorless"",""Colorless""]",3,,nagimiso,Special Illustration Rare,,H,/card-images/sv5-207_small.webp,/card-images/sv5-207_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",207,8
1761,sv5-206,Iron Crown ex,Pokémon,"[""Basic"",""ex"",""Future""]",220,"[""Psychic""]",,"[""Darkness""]","[""Fighting""]",,"[""Colorless"",""Colorless""]",2,,nagimiso,Special Illustration Rare,,H,/card-images/sv5-206_small.webp,/card-images/sv5-206_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",206,8
1762,sv5-208,Raging Bolt ex,Pokémon,"[""Basic"",""ex"",""Ancient""]",240,"[""Dragon""]",,,,,"[""Colorless"",""Colorless"",""Colorless""]",3,,Teeziro,Special Illustration Rare,,H,/card-images/sv5-208_small.webp,/card-images/sv5-208_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",208,8
1763,sv5-209,Bianca's Devotion,Trainer,"[""Supporter""]",,,,,,,,,,Cona Nitanda,Special Illustration Rare,,H,/card-images/sv5-209_small.webp,/card-images/sv5-209_large.webp,"[""Heal all damage from 1 of your Pokémon that has 30 HP or less remaining."",""You may play only 1 Supporter card during your turn.""]",209,8
1764,sv5-210,Eri,Trainer,"[""Supporter""]",,,,,,,,,,DOM,Special Illustration Rare,,H,/card-images/sv5-210_small.webp,/card-images/sv5-210_large.webp,"[""Your opponent reveals their hand, and you discard up to 2 Item cards you find there."",""You may play only 1 Supporter card during your turn.""]",210,8
1765,sv5-211,Morty's Conviction,Trainer,"[""Supporter""]",,,,,,,,,,Megumi Mizutani,Special Illustration Rare,,H,/card-images/sv5-211_small.webp,/card-images/sv5-211_large.webp,"[""You can use this card only if you discard another card from your hand.  Draw a card for each of your opponent's Benched Pokémon."",""You may play only 1 Supporter card during your turn.""]",211,8
1766,sv5-212,Salvatore,Trainer,"[""Supporter""]",,,,,,,,,,Tetsu Kayama,Special Illustration Rare,,H,/card-images/sv5-212_small.webp,/card-images/sv5-212_large.webp,"[""Search your deck for a card that has no Abilities and evolves from 1 of your Pokémon, and put it onto that Pokémon to evolve it. Then, shuffle your deck. You can use this card on a Pokémon you put down when you were setting up to play or on a Pokémon that was put into play this turn."",""You may play only 1 Supporter card during your turn.""]",212,8
1767,sv5-213,Iron Leaves ex,Pokémon,"[""Basic"",""ex"",""Future""]",220,"[""Grass""]",,"[""Fire""]",,,"[""Colorless""]",1,,5ban Graphics,Hyper Rare,[1010],H,/card-images/sv5-213_small.webp,/card-images/sv5-213_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",213,8
1768,sv5-214,Gouging Fire ex,Pokémon,"[""Basic"",""ex"",""Ancient""]",230,"[""Fire""]",,"[""Water""]",,,"[""Colorless"",""Colorless""]",2,,5ban Graphics,Hyper Rare,,H,/card-images/sv5-214_small.webp,/card-images/sv5-214_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",214,8
1769,sv5-215,Walking Wake ex,Pokémon,"[""Basic"",""ex"",""Ancient""]",220,"[""Water""]",,"[""Lightning""]",,,"[""Colorless""]",1,,takuyoa,Hyper Rare,[1009],H,/card-images/sv5-215_small.webp,/card-images/sv5-215_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",215,8
1770,sv5-216,Iron Crown ex,Pokémon,"[""Basic"",""ex"",""Future""]",220,"[""Psychic""]",,"[""Darkness""]","[""Fighting""]",,"[""Colorless"",""Colorless""]",2,,5ban Graphics,Hyper Rare,,H,/card-images/sv5-216_small.webp,/card-images/sv5-216_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",216,8
1771,sv5-217,Iron Boulder ex,Pokémon,"[""Basic"",""ex"",""Future""]",240,"[""Fighting""]",,"[""Grass""]",,,"[""Colorless"",""Colorless"",""Colorless""]",3,,5ban Graphics,Hyper Rare,,H,/card-images/sv5-217_small.webp,/card-images/sv5-217_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",217,8
1772,sv5-218,Raging Bolt ex,Pokémon,"[""Basic"",""ex"",""Ancient""]",240,"[""Dragon""]",,,,,"[""Colorless"",""Colorless"",""Colorless""]",3,,aky CG Works,Hyper Rare,,H,/card-images/sv5-218_small.webp,/card-images/sv5-218_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",218,8
